location_code,timestamp,measurement_setup,wavelength,spectral_horizontal_irradiance
AMS,2024-01-15 08:00:00,SETUP1,580,45.35401332057455
AMS,2024-01-15 08:00:00,SETUP1,585,38.562250475322855
AMS,2024-01-15 08:00:00,SETUP1,590,38.03599798514951
AMS,2024-01-15 08:00:00,SETUP1,595,34.9508289747544
AMS,2024-01-15 08:00:00,SETUP1,600,29.75017770410442
AMS,2024-01-15 08:00:00,SETUP1,605,27.718320360863952
AMS,2024-01-15 08:00:00,SETUP1,610,24.366329621391046
AMS,2024-01-15 08:00:00,SETUP1,615,19.71868326739726
AMS,2024-01-15 08:00:00,SETUP1,620,19.925371070801944
AMS,2024-01-15 08:00:00,SETUP1,625,15.987410444045006
AMS,2024-01-15 08:00:00,SETUP1,630,12.721027219039987
AMS,2024-01-15 08:00:00,SETUP1,635,12.81973429987828
AMS,2024-01-15 08:00:00,SETUP1,640,10.359460580521061
AMS,2024-01-15 08:00:00,SETUP1,645,7.803877833219367
AMS,2024-01-15 08:00:00,SETUP1,650,6.711205179072825
AMS,2024-01-15 08:00:00,SETUP1,655,5.91719645266509
AMS,2024-01-15 08:00:00,SETUP1,660,4.031307468396607
AMS,2024-01-15 08:00:00,SETUP1,665,3.785887518587458
AMS,2024-01-15 08:00:00,SETUP1,670,2.988413964524183
AMS,2024-01-15 08:00:00,SETUP1,675,2.1252225350641596
AMS,2024-01-15 08:00:00,SETUP1,680,1.5847338169824408
AMS,2024-01-15 08:00:00,SETUP1,685,1.2726117605070077
AMS,2024-01-15 08:00:00,SETUP1,690,1.0784942493720469
AMS,2024-01-15 08:00:00,SETUP1,695,0.6972182793658621
AMS,2024-01-15 08:00:00,SETUP1,700,0.5429006960379592
AMS,2024-01-15 08:00:00,SETUP1,705,0.4457358135974214
AMS,2024-01-15 08:00:00,SETUP1,710,0.2986656964680772
AMS,2024-01-15 08:00:00,SETUP1,715,0.20160572715791825
AMS,2024-01-15 08:00:00,SETUP1,720,0.14263266036398436
AMS,2024-01-15 08:00:00,SETUP1,725,0.11055386350531557
AMS,2024-01-15 08:00:00,SETUP1,730,0.07975482417595402
AMS,2024-01-15 08:00:00,SETUP1,735,0.05150686286353015
AMS,2024-01-15 08:00:00,SETUP1,740,0.03958916543573952
AMS,2024-01-15 08:00:00,SETUP1,745,0.025691020603576607
AMS,2024-01-15 08:00:00,SETUP1,750,0.015254744188288125
AMS,2024-01-15 08:00:00,SETUP1,755,0.010477504211382962
AMS,2024-01-15 08:00:00,SETUP1,760,0.00785036560466169
AMS,2024-01-15 08:00:00,SETUP1,765,0.005284642710880077
AMS,2024-01-15 08:00:00,SETUP1,770,0.0030461100146341193
AMS,2024-01-15 08:00:00,SETUP1,775,0.0021233740911030135
AMS,2024-01-15 08:00:00,SETUP1,780,0.001351938510568527
AMS,2024-01-15 08:30:00,SETUP1,380,0.16545185325783135
AMS,2024-01-15 08:30:00,SETUP1,385,0.2226625939122433
AMS,2024-01-15 08:30:00,SETUP1,390,0.32025404925921963
AMS,2024-01-15 08:30:00,SETUP1,395,0.4329297429123199
AMS,2024-01-15 08:30:00,SETUP1,400,0.5131987936397385
AMS,2024-01-15 08:30:00,SETUP1,405,0.7692420577004202
AMS,2024-01-15 08:30:00,SETUP1,410,0.9790956856282237
AMS,2024-01-15 08:30:00,SETUP1,415,1.4071375816704401
AMS,2024-01-15 08:30:00,SETUP1,420,1.5851350929936896
AMS,2024-01-15 08:30:00,SETUP1,425,2.229931679203428
AMS,2024-01-15 08:30:00,SETUP1,430,2.737339356514693
AMS,2024-01-15 08:30:00,SETUP1,435,3.3247340776402132
AMS,2024-01-15 08:30:00,SETUP1,440,4.637019664492711
AMS,2024-01-15 08:30:00,SETUP1,445,5.481640669380026
AMS,2024-01-15 08:30:00,SETUP1,450,7.318339010771069
AMS,2024-01-15 08:30:00,SETUP1,455,8.089622798269248
AMS,2024-01-15 08:30:00,SETUP1,460,10.332746613978847
AMS,2024-01-15 08:30:00,SETUP1,465,12.65060993844933
AMS,2024-01-15 08:30:00,SETUP1,470,14.009387934586396
AMS,2024-01-15 08:30:00,SETUP1,475,14.629517424520934
AMS,2024-01-15 08:30:00,SETUP1,480,16.96561379275555
AMS,2024-01-15 08:30:00,SETUP1,485,20.60197736530831
AMS,2024-01-15 08:30:00,SETUP1,490,25.41502543042363
AMS,2024-01-15 08:30:00,SETUP1,495,25.91462628850371
AMS,2024-01-15 08:30:00,SETUP1,500,33.2167307608682
AMS,2024-01-15 08:30:00,SETUP1,505,36.51087823026068
AMS,2024-01-15 08:30:00,SETUP1,510,38.99817125835686
AMS,2024-01-15 08:30:00,SETUP1,515,38.526351561276726
AMS,2024-01-15 08:30:00,SETUP1,520,40.124163941498395
AMS,2024-01-15 08:30:00,SETUP1,525,40.03100352804344
AMS,2024-01-15 08:30:00,SETUP1,530,46.668118136904425
AMS,2024-01-15 08:30:00,SETUP1,535,51.93525059415332
AMS,2024-01-15 08:30:00,SETUP1,540,48.61040733111186
AMS,2024-01-15 08:30:00,SETUP1,545,52.83089299480215
AMS,2024-01-15 08:30:00,SETUP1,550,53.942364712810715
AMS,2024-01-15 08:30:00,SETUP1,555,50.18299238555379
AMS,2024-01-15 08:30:00,SETUP1,560,44.66410743183419
AMS,2024-01-15 08:30:00,SETUP1,565,46.45370558619253
AMS,2024-01-15 08:30:00,SETUP1,570,45.614700654941046
AMS,2024-01-15 08:30:00,SETUP1,575,48.0085312340722
AMS,2024-01-15 08:30:00,SETUP1,580,43.26601311762566
AMS,2024-01-15 08:30:00,SETUP1,585,36.67998600780109
AMS,2024-01-15 08:30:00,SETUP1,590,36.08345601139961
AMS,2024-01-15 08:30:00,SETUP1,595,33.84416394392277
AMS,2024-01-15 08:30:00,SETUP1,600,32.86401198660877
AMS,2024-01-15 08:30:00,SETUP1,605,28.703597216361043
AMS,2024-01-15 08:30:00,SETUP1,610,22.45747404295986
AMS,2024-01-15 08:30:00,SETUP1,615,20.2854111557046
AMS,2024-01-15 08:30:00,SETUP1,620,19.959346998070664
AMS,2024-01-15 08:30:00,SETUP1,625,15.304176132908525
AMS,2024-01-15 08:30:00,SETUP1,630,15.155297586243844
AMS,2024-01-15 08:30:00,SETUP1,635,12.199920390007078
AMS,2024-01-15 08:30:00,SETUP1,640,8.982766748102616
AMS,2024-01-15 08:30:00,SETUP1,645,8.259622157480678
AMS,2024-01-15 08:30:00,SETUP1,650,6.590917517666397
AMS,2024-01-15 08:30:00,SETUP1,655,5.2796049547976756
AMS,2024-01-15 08:30:00,SETUP1,660,4.707006057211756
AMS,2024-01-15 08:30:00,SETUP1,665,3.5329729580695104
AMS,2024-01-15 08:30:00,SETUP1,670,2.5828418097200934
AMS,2024-01-15 08:30:00,SETUP1,675,2.112281791046308
AMS,2024-01-15 08:30:00,SETUP1,680,1.8229165380247723
AMS,2024-01-15 08:30:00,SETUP1,685,1.3489460011780112
AMS,2024-01-15 08:30:00,SETUP1,690,0.9547005416989192
AMS,2024-01-15 08:30:00,SETUP1,695,0.7602092076711139
AMS,2024-01-15 08:30:00,SETUP1,700,0.5185570894286555
AMS,2024-01-15 08:30:00,SETUP1,705,0.4427810952837252
AMS,2024-01-15 08:30:00,SETUP1,710,0.30042098655773886
AMS,2024-01-15 08:30:00,SETUP1,715,0.23107310132742742
AMS,2024-01-15 08:30:00,SETUP1,720,0.1670133689681054
AMS,2024-01-15 08:30:00,SETUP1,725,0.10004044507894226
AMS,2024-01-15 08:30:00,SETUP1,730,0.07361761947712596
AMS,2024-01-15 08:30:00,SETUP1,735,0.05283309452662827
AMS,2024-01-15 08:30:00,SETUP1,740,0.037461936932136244
AMS,2024-01-15 08:30:00,SETUP1,745,0.02495420119057736
AMS,2024-01-15 08:30:00,SETUP1,750,0.01799770139387119
AMS,2024-01-15 08:30:00,SETUP1,755,0.010938841371104176
AMS,2024-01-15 08:30:00,SETUP1,760,0.008075194794692653
AMS,2024-01-15 08:30:00,SETUP1,765,0.004708150109721864
AMS,2024-01-15 08:30:00,SETUP1,770,0.003029968142958973
AMS,2024-01-15 08:30:00,SETUP1,775,0.002196353073953105
AMS,2024-01-15 08:30:00,SETUP1,780,0.0011883873714767254
AMS,2024-01-15 09:00:00,SETUP1,380,0.21814046966909503
AMS,2024-01-15 09:00:00,SETUP1,385,0.33506357922883256
AMS,2024-01-15 09:00:00,SETUP1,390,0.3971303905862135
AMS,2024-01-15 09:00:00,SETUP1,395,0.6047097098872172
AMS,2024-01-15 09:00:00,SETUP1,400,0.8189211554285617
AMS,2024-01-15 09:00:00,SETUP1,405,1.1466090653595797
AMS,2024-01-15 09:00:00,SETUP1,410,1.406154223610066
AMS,2024-01-15 09:00:00,SETUP1,415,1.8522014846570911
AMS,2024-01-15 09:00:00,SETUP1,420,2.630981466971449
AMS,2024-01-15 09:00:00,SETUP1,425,3.2813893487399057
AMS,2024-01-15 09:00:00,SETUP1,430,4.1730097953627485
AMS,2024-01-15 09:00:00,SETUP1,435,4.614757424411144
AMS,2024-01-15 09:00:00,SETUP1,440,6.752569759093993
AMS,2024-01-15 09:00:00,SETUP1,445,7.565030865871046
AMS,2024-01-15 09:00:00,SETUP1,450,9.92675525343261
AMS,2024-01-15 09:00:00,SETUP1,455,12.157347443600717
AMS,2024-01-15 09:00:00,SETUP1,460,14.553204453362339
AMS,2024-01-15 09:00:00,SETUP1,465,18.122712786302106
AMS,2024-01-15 09:00:00,SETUP1,470,21.395222608921326
AMS,2024-01-15 09:00:00,SETUP1,475,24.525729647319725
AMS,2024-01-15 09:00:00,SETUP1,480,27.884962152531642
AMS,2024-01-15 09:00:00,SETUP1,485,27.63326910445176
AMS,2024-01-15 09:00:00,SETUP1,490,35.866683772244215
AMS,2024-01-15 09:00:00,SETUP1,495,37.81723183502392
AMS,2024-01-15 09:00:00,SETUP1,500,43.23258523096705
AMS,2024-01-15 09:00:00,SETUP1,505,42.62984928871421
AMS,2024-01-15 09:00:00,SETUP1,510,55.61922205267468
AMS,2024-01-15 09:00:00,SETUP1,515,59.47364079472613
AMS,2024-01-15 09:00:00,SETUP1,520,62.03357119990974
AMS,2024-01-15 09:00:00,SETUP1,525,59.928610737329294
AMS,2024-01-15 09:00:00,SETUP1,530,60.762022280814506
AMS,2024-01-15 09:00:00,SETUP1,535,68.36584447499371
AMS,2024-01-15 09:00:00,SETUP1,540,63.50029000021057
AMS,2024-01-15 09:00:00,SETUP1,545,73.8232969287183
AMS,2024-01-15 09:00:00,SETUP1,550,68.96562301994219
AMS,2024-01-15 09:00:00,SETUP1,555,68.43703438694908
AMS,2024-01-15 09:00:00,SETUP1,560,67.58677900894463
AMS,2024-01-15 09:00:00,SETUP1,565,71.41429155580755
AMS,2024-01-15 09:00:00,SETUP1,570,70.37347562669238
AMS,2024-01-15 09:00:00,SETUP1,575,66.05693877664136
AMS,2024-01-15 09:00:00,SETUP1,580,54.18544542335288
AMS,2024-01-15 09:00:00,SETUP1,585,58.329200727913
AMS,2024-01-15 09:00:00,SETUP1,590,49.03340475576304
AMS,2024-01-15 09:00:00,SETUP1,595,51.59803696556109
AMS,2024-01-15 09:00:00,SETUP1,600,42.601852985000725
AMS,2024-01-15 09:00:00,SETUP1,605,41.97400191365496
AMS,2024-01-15 09:00:00,SETUP1,610,32.65645774862224
AMS,2024-01-15 09:00:00,SETUP1,615,29.388676853325332
AMS,2024-01-15 09:00:00,SETUP1,620,26.439676815306647
AMS,2024-01-15 09:00:00,SETUP1,625,21.449875012873303
AMS,2024-01-15 09:00:00,SETUP1,630,19.726155759232817
AMS,2024-01-15 09:00:00,SETUP1,635,15.834160725992666
AMS,2024-01-15 09:00:00,SETUP1,640,12.95490911319312
AMS,2024-01-15 09:00:00,SETUP1,645,12.73716142394486
AMS,2024-01-15 09:00:00,SETUP1,650,10.14749754397111
AMS,2024-01-15 09:00:00,SETUP1,655,7.042150456791381
AMS,2024-01-15 09:00:00,SETUP1,660,6.150565747070536
AMS,2024-01-15 09:00:00,SETUP1,665,4.702693161922564
AMS,2024-01-15 09:00:00,SETUP1,670,3.910783315296447
AMS,2024-01-15 09:00:00,SETUP1,675,3.210242353781979
AMS,2024-01-15 09:00:00,SETUP1,680,2.2447187508287922
AMS,2024-01-15 09:00:00,SETUP1,685,1.8306918778080914
AMS,2024-01-15 09:00:00,SETUP1,690,1.2929248132242914
AMS,2024-01-15 09:00:00,SETUP1,695,1.030247630744218
AMS,2024-01-15 09:00:00,SETUP1,700,0.7464253137497957
AMS,2024-01-15 09:00:00,SETUP1,705,0.6350506957551838
AMS,2024-01-15 09:00:00,SETUP1,710,0.4363814040272816
AMS,2024-01-15 09:00:00,SETUP1,715,0.3126858313505866
AMS,2024-01-15 09:00:00,SETUP1,720,0.23847313230534362
AMS,2024-01-15 09:00:00,SETUP1,725,0.16970309863464847
AMS,2024-01-15 09:00:00,SETUP1,730,0.11916834521513624
AMS,2024-01-15 09:00:00,SETUP1,735,0.08136570601531336
AMS,2024-01-15 09:00:00,SETUP1,740,0.05257766692599351
AMS,2024-01-15 09:00:00,SETUP1,745,0.033404653794103685
AMS,2024-01-15 09:00:00,SETUP1,750,0.02220835799736239
AMS,2024-01-15 09:00:00,SETUP1,755,0.015635967861294394
AMS,2024-01-15 09:00:00,SETUP1,760,0.009453946057318807
AMS,2024-01-15 09:00:00,SETUP1,765,0.007114152637531504
AMS,2024-01-15 09:00:00,SETUP1,770,0.00473416828482578
AMS,2024-01-15 09:00:00,SETUP1,775,0.0028766084925306106
AMS,2024-01-15 09:00:00,SETUP1,780,0.0017195360184868271
AMS,2024-01-15 09:30:00,SETUP1,380,0.2006969887453433
AMS,2024-01-15 09:30:00,SETUP1,385,0.296487850795933
AMS,2024-01-15 09:30:00,SETUP1,390,0.40615795088719375
AMS,2024-01-15 09:30:00,SETUP1,395,0.5534738707191023
AMS,2024-01-15 09:30:00,SETUP1,400,0.7377280397803749
AMS,2024-01-15 09:30:00,SETUP1,405,1.0228902582277304
AMS,2024-01-15 09:30:00,SETUP1,410,1.3650996402986038
AMS,2024-01-15 09:30:00,SETUP1,415,1.9806540151573024
AMS,2024-01-15 09:30:00,SETUP1,420,2.493801158906624
AMS,2024-01-15 09:30:00,SETUP1,425,3.380567262169927
AMS,2024-01-15 09:30:00,SETUP1,430,4.365268744365118
AMS,2024-01-15 09:30:00,SETUP1,435,5.383044221180903
AMS,2024-01-15 09:30:00,SETUP1,440,5.7174800755934445
AMS,2024-01-15 09:30:00,SETUP1,445,7.053622773769989
AMS,2024-01-15 09:30:00,SETUP1,450,9.704227865329422
AMS,2024-01-15 09:30:00,SETUP1,455,11.698465098026395
AMS,2024-01-15 09:30:00,SETUP1,460,15.130392362357012
AMS,2024-01-15 09:30:00,SETUP1,465,15.942278081441899
AMS,2024-01-15 09:30:00,SETUP1,470,19.80976365279155
AMS,2024-01-15 09:30:00,SETUP1,475,24.410917139555462
AMS,2024-01-15 09:30:00,SETUP1,480,24.41624176373265
AMS,2024-01-15 09:30:00,SETUP1,485,28.449707511150127
AMS,2024-01-15 09:30:00,SETUP1,490,34.032223191589175
AMS,2024-01-15 09:30:00,SETUP1,495,37.65790201241373
AMS,2024-01-15 09:30:00,SETUP1,500,41.80045342947724
AMS,2024-01-15 09:30:00,SETUP1,505,51.09052799209477
AMS,2024-01-15 09:30:00,SETUP1,510,52.671974546519685
AMS,2024-01-15 09:30:00,SETUP1,515,55.2281335829632
AMS,2024-01-15 09:30:00,SETUP1,520,64.31335674543541
AMS,2024-01-15 09:30:00,SETUP1,525,66.71699573506223
AMS,2024-01-15 09:30:00,SETUP1,530,70.64585144792954
AMS,2024-01-15 09:30:00,SETUP1,535,64.44845043547132
AMS,2024-01-15 09:30:00,SETUP1,540,68.24564240464723
AMS,2024-01-15 09:30:00,SETUP1,545,76.82492433580411
AMS,2024-01-15 09:30:00,SETUP1,550,65.24980605337133
AMS,2024-01-15 09:30:00,SETUP1,555,64.75049343959064
AMS,2024-01-15 09:30:00,SETUP1,560,65.65457613195882
AMS,2024-01-15 09:30:00,SETUP1,565,71.8450651050591
AMS,2024-01-15 09:30:00,SETUP1,570,68.94180040361145
AMS,2024-01-15 09:30:00,SETUP1,575,67.41180304436718
AMS,2024-01-15 09:30:00,SETUP1,580,57.849340886376844
AMS,2024-01-15 09:30:00,SETUP1,585,53.37415914322272
AMS,2024-01-15 09:30:00,SETUP1,590,51.301392163456065
AMS,2024-01-15 09:30:00,SETUP1,595,44.97121238187249
AMS,2024-01-15 09:30:00,SETUP1,600,41.030800098392206
AMS,2024-01-15 09:30:00,SETUP1,605,41.560417176466885
AMS,2024-01-15 09:30:00,SETUP1,610,35.38850407045967
AMS,2024-01-15 09:30:00,SETUP1,615,31.159808617120323
AMS,2024-01-15 09:30:00,SETUP1,620,28.677134002996656
AMS,2024-01-15 09:30:00,SETUP1,625,24.957247806252578
AMS,2024-01-15 09:30:00,SETUP1,630,18.202158900752394
AMS,2024-01-15 09:30:00,SETUP1,635,17.00828673416981
AMS,2024-01-15 09:30:00,SETUP1,640,14.381750704864828
AMS,2024-01-15 09:30:00,SETUP1,645,11.158996059108608
AMS,2024-01-15 09:30:00,SETUP1,650,9.203122588875733
AMS,2024-01-15 09:30:00,SETUP1,655,8.236291176191669
AMS,2024-01-15 09:30:00,SETUP1,660,5.71615860865323
AMS,2024-01-15 09:30:00,SETUP1,665,5.0221119267075265
AMS,2024-01-15 09:30:00,SETUP1,670,3.829854210442036
AMS,2024-01-15 09:30:00,SETUP1,675,3.4010808185008607
AMS,2024-01-15 09:30:00,SETUP1,680,2.414348601469906
AMS,2024-01-15 09:30:00,SETUP1,685,1.8650287983150136
AMS,2024-01-15 09:30:00,SETUP1,690,1.3857956621830685
AMS,2024-01-15 09:30:00,SETUP1,695,1.153746701377969
AMS,2024-01-15 09:30:00,SETUP1,700,0.7923123137036014
AMS,2024-01-15 09:30:00,SETUP1,705,0.5692362581231305
AMS,2024-01-15 09:30:00,SETUP1,710,0.4326649897905967
AMS,2024-01-15 09:30:00,SETUP1,715,0.31315329780265594
AMS,2024-01-15 09:30:00,SETUP1,720,0.23250043291166797
AMS,2024-01-15 09:30:00,SETUP1,725,0.1595455742448178
AMS,2024-01-15 09:30:00,SETUP1,730,0.10010819465824544
AMS,2024-01-15 09:30:00,SETUP1,735,0.07542089768018204
AMS,2024-01-15 09:30:00,SETUP1,740,0.056138737745705734
AMS,2024-01-15 09:30:00,SETUP1,745,0.03449656837855907
AMS,2024-01-15 09:30:00,SETUP1,750,0.02384775540883105
AMS,2024-01-15 09:30:00,SETUP1,755,0.015462587995137491
AMS,2024-01-15 09:30:00,SETUP1,760,0.010114217417206084
AMS,2024-01-15 09:30:00,SETUP1,765,0.007096225756790728
AMS,2024-01-15 09:30:00,SETUP1,770,0.003995455344074372
AMS,2024-01-15 09:30:00,SETUP1,775,0.0026591499794714783
AMS,2024-01-15 09:30:00,SETUP1,780,0.0017597642426504822
AMS,2024-01-15 10:00:00,SETUP1,380,0.26273218176403557
AMS,2024-01-15 10:00:00,SETUP1,385,0.39624031110647406
AMS,2024-01-15 10:00:00,SETUP1,390,0.5216807273478263
AMS,2024-01-15 10:00:00,SETUP1,395,0.7456697050793734
AMS,2024-01-15 10:00:00,SETUP1,400,1.0225308256416425
AMS,2024-01-15 10:00:00,SETUP1,405,1.2512255939619767
AMS,2024-01-15 10:00:00,SETUP1,410,1.645536074225441
AMS,2024-01-15 10:00:00,SETUP1,415,2.23273032891074
AMS,2024-01-15 10:00:00,SETUP1,420,2.67396539938938
AMS,2024-01-15 10:00:00,SETUP1,425,4.097920238200043
AMS,2024-01-15 10:00:00,SETUP1,430,4.465817842376619
AMS,2024-01-15 10:00:00,SETUP1,435,5.6371208384043685
AMS,2024-01-15 10:00:00,SETUP1,440,7.079693191250123
AMS,2024-01-15 10:00:00,SETUP1,445,9.921792814052637
AMS,2024-01-15 10:00:00,SETUP1,450,12.081458510698257
AMS,2024-01-15 10:00:00,SETUP1,455,14.459741756939387
AMS,2024-01-15 10:00:00,SETUP1,460,18.681402389972618
AMS,2024-01-15 10:00:00,SETUP1,465,19.749134521854508
AMS,2024-01-15 10:00:00,SETUP1,470,24.83345851719598
AMS,2024-01-15 10:00:00,SETUP1,475,30.17418302441638
AMS,2024-01-15 10:00:00,SETUP1,480,30.531524703069685
AMS,2024-01-15 10:00:00,SETUP1,485,35.90657129162799
AMS,2024-01-15 10:00:00,SETUP1,490,41.29615515727579
AMS,2024-01-15 10:00:00,SETUP1,495,49.84313832096254
AMS,2024-01-15 10:00:00,SETUP1,500,57.09272120762803
AMS,2024-01-15 10:00:00,SETUP1,505,54.51217961217289
AMS,2024-01-15 10:00:00,SETUP1,510,60.92301659135587
AMS,2024-01-15 10:00:00,SETUP1,515,62.141570612762784
AMS,2024-01-15 10:00:00,SETUP1,520,67.68889434059102
AMS,2024-01-15 10:00:00,SETUP1,525,80.69474735719395
AMS,2024-01-15 10:00:00,SETUP1,530,82.1674540250481
AMS,2024-01-15 10:00:00,SETUP1,535,82.13065050954565
AMS,2024-01-15 10:00:00,SETUP1,540,86.15545939100551
AMS,2024-01-15 10:00:00,SETUP1,545,83.62007547861467
AMS,2024-01-15 10:00:00,SETUP1,550,78.52715674931508
AMS,2024-01-15 10:00:00,SETUP1,555,84.95566540600606
AMS,2024-01-15 10:00:00,SETUP1,560,88.46874210368165
AMS,2024-01-15 10:00:00,SETUP1,565,86.71188941260462
AMS,2024-01-15 10:00:00,SETUP1,570,83.55319921306787
AMS,2024-01-15 10:00:00,SETUP1,575,80.44273453925432
AMS,2024-01-15 10:00:00,SETUP1,580,77.11510242878873
AMS,2024-01-15 10:00:00,SETUP1,585,61.22323176175431
AMS,2024-01-15 10:00:00,SETUP1,590,65.99168157704189
AMS,2024-01-15 10:00:00,SETUP1,595,63.018273507477815
AMS,2024-01-15 10:00:00,SETUP1,600,47.95561127455831
AMS,2024-01-15 10:00:00,SETUP1,605,47.85426257538456
AMS,2024-01-15 10:00:00,SETUP1,610,40.74665252555794
AMS,2024-01-15 10:00:00,SETUP1,615,37.471277167905356
AMS,2024-01-15 10:00:00,SETUP1,620,35.255700374101956
AMS,2024-01-15 10:00:00,SETUP1,625,26.727473016795013
AMS,2024-01-15 10:00:00,SETUP1,630,24.814691642492125
AMS,2024-01-15 10:00:00,SETUP1,635,20.1525980094542
AMS,2024-01-15 10:00:00,SETUP1,640,17.632623633358005
AMS,2024-01-15 10:00:00,SETUP1,645,13.005908270972643
AMS,2024-01-15 10:00:00,SETUP1,650,10.732463548107724
AMS,2024-01-15 10:00:00,SETUP1,655,10.494389690992474
AMS,2024-01-15 10:00:00,SETUP1,660,7.926189816322223
AMS,2024-01-15 10:00:00,SETUP1,665,5.622746869421206
AMS,2024-01-15 10:00:00,SETUP1,670,5.271726295885026
AMS,2024-01-15 10:00:00,SETUP1,675,4.088291926924133
AMS,2024-01-15 10:00:00,SETUP1,680,2.805087016313482
AMS,2024-01-15 10:00:00,SETUP1,685,2.4235419703212506
AMS,2024-01-15 10:00:00,SETUP1,690,1.8711797727723727
AMS,2024-01-15 10:00:00,SETUP1,695,1.1773813954984493
AMS,2024-01-15 10:00:00,SETUP1,700,1.0058281614463807
AMS,2024-01-15 10:00:00,SETUP1,705,0.65250594652039
AMS,2024-01-15 10:00:00,SETUP1,710,0.5049610815276673
AMS,2024-01-15 10:00:00,SETUP1,715,0.40503708338891614
AMS,2024-01-15 10:00:00,SETUP1,720,0.24627343040650274
AMS,2024-01-15 10:00:00,SETUP1,725,0.19256433417467217
AMS,2024-01-15 10:00:00,SETUP1,730,0.12738154824568435
AMS,2024-01-15 10:00:00,SETUP1,735,0.09989887105173594
AMS,2024-01-15 10:00:00,SETUP1,740,0.05725315328861948
AMS,2024-01-15 10:00:00,SETUP1,745,0.04019052507586548
AMS,2024-01-15 10:00:00,SETUP1,750,0.028882597974196025
AMS,2024-01-15 10:00:00,SETUP1,755,0.018862254372886328
AMS,2024-01-15 10:00:00,SETUP1,760,0.013475283171645614
AMS,2024-01-15 10:00:00,SETUP1,765,0.00778125666634751
AMS,2024-01-15 10:00:00,SETUP1,770,0.004999289792725494
AMS,2024-01-15 10:00:00,SETUP1,775,0.0031549794735097297
AMS,2024-01-15 10:00:00,SETUP1,780,0.0021725098944287585
AMS,2024-01-15 10:30:00,SETUP1,380,0.2916984721205512
AMS,2024-01-15 10:30:00,SETUP1,385,0.38877251197482937
AMS,2024-01-15 10:30:00,SETUP1,390,0.5444770036610355
AMS,2024-01-15 10:30:00,SETUP1,395,0.6517028511156651
AMS,2024-01-15 10:30:00,SETUP1,400,1.0454750724602988
AMS,2024-01-15 10:30:00,SETUP1,405,1.2862134883446044
AMS,2024-01-15 10:30:00,SETUP1,410,1.6194020097824857
AMS,2024-01-15 10:30:00,SETUP1,415,2.1061191143111992
AMS,2024-01-15 10:30:00,SETUP1,420,3.0694120773850484
AMS,2024-01-15 10:30:00,SETUP1,425,4.1668375915820155
AMS,2024-01-15 10:30:00,SETUP1,430,4.85663920076867
AMS,2024-01-15 10:30:00,SETUP1,435,5.87835760686539
